id,salary_in_usd
0,68260.48429859892
1,135093.8687701588
2,135093.8687701588
3,43893.5833051262
4,34347.166909380154
5,88208.39960252268
6,244111.02909879162
7,62771.85696536608
8,116622.38192847112
9,165507.23304328456
10,36026.2274597086
11,223811.53114083398
12,115052.06179687432
13,28878.664302537978
14,77177.19461317491
15,57317.46186200807
16,127881.05858426938
17,135235.16175755745
18,31480.963722890443
19,131154.79886053244
20,132943.71974372375
21,65227.99102327124
22,70654.26751314683
23,132215.46340579173
24,22697.530006120007
25,34770.511326891195
26,72974.93350683922
27,167376.64275766938
28,43606.609448647
29,116483.69416713344
30,128094.35106312123
31,106104.4177900096
32,114370.5310812349
33,45389.30817265326
34,31381.58483784885
35,42446.84615720533
36,147747.26690170277
37,34563.61826368601
38,52893.61703153279
39,170574.08360080095
40,25528.06948581031
41,20704.046262461845
42,141044.13531111713
43,188772.09323731854
44,61946.26334119897
45,214872.09204618583
46,114863.28784807582
47,53973.897968185905
48,106104.4177900096
49,50872.42599292674
50,124163.69132486454
51,70636.71675716648
52,134436.74214973982
53,128008.29418262515
54,111703.84629254526
55,71958.48529570004
56,160438.29315818797
57,166092.77393095763
58,121285.94997344386
59,138758.60031949208
60,121285.94997344386
61,232571.5468117608
62,138758.60031949208
63,134746.38977066212
64,165137.54026326007
65,160438.29315818797
66,160438.29315818797
67,138758.60031949208
68,116921.48448869256
69,67436.99633426231
70,134436.74214973982
71,183624.01238349307
72,77176.17884085211
73,57601.623794480416
74,108706.78725981213
75,122309.91804461235
76,66665.76660335856
77,75557.89252529528
78,147766.83145047445
79,144588.19289575567
80,32338.755494894198
81,64090.49753927427
82,136407.08561817903
83,186199.4243052438
84,117754.47736647936
85,74149.63333070769
86,74149.63333070769
87,160438.29315818797
88,138758.60031949208
89,22597.253886483126
90,34946.57408623408
91,77423.35025941457
92,108568.17047004103
93,59052.98756555219
94,138758.60031949208
95,137164.26902617278
96,43206.0253702651
97,83121.2478054411
98,63718.08141748976
99,134746.38977066212
100,138758.60031949208
101,121285.94997344386
102,121285.94997344386
103,160438.29315818797
104,160438.29315818797
105,55354.529520869706
106,116921.48448869256
