id,salary_in_usd
0,60226.813205480976
1,32783.095689856054
2,32783.095689856054
3,77046.14217929647
4,49772.30831531418
5,76581.72420121016
6,131671.71840008473
7,74970.56175868462
8,22886.79068122131
9,85990.46266474163
10,46864.885778690805
11,112856.38149693259
12,34409.3128161471
13,25484.438826080666
14,109618.38597183477
15,64872.708872869436
16,111434.82161483144
17,34883.35143415824
18,32688.902595041756
19,23839.911310530544
20,29981.22254349015
21,72497.29299364873
22,78593.42091518591
23,72814.66629977798
24,30937.9441231793
25,49690.25312273159
26,9883.250457252667
27,80990.63427046116
28,49671.36998381035
29,109162.68998711521
30,117064.84981559303
31,21667.266061390794
32,146420.60169120488
33,48030.64071403194
34,36042.06408621925
35,77603.92236161741
36,55823.829938577
37,35797.73981679246
38,57636.515580619845
39,86071.02313112255
40,24522.3911967228
41,35801.48684554008
42,36378.62377562397
43,95520.41473817178
44,2894.787041686835
45,112156.3496112319
46,31587.316944549995
47,55239.46593990947
48,21667.266061390794
49,46478.41376088091
50,22789.499715696482
51,95358.5675599452
52,38350.48376858352
53,41211.40746926332
54,24239.406246901784
55,75152.58623695468
56,94064.32263674992
57,75123.16780194125
58,61380.928355633616
59,79914.76833116107
60,61380.928355633616
61,129796.21934192399
62,79914.76833116107
63,75985.65709603975
64,63978.33139351294
65,94064.32263674992
66,94064.32263674992
67,79914.76833116107
68,55674.401416292196
69,82652.6282992507
70,38350.48376858352
71,98962.8387520821
72,4401.733805091986
73,79238.97844763206
74,98962.8387520821
75,37125.0152585859
76,79238.97844763206
77,79238.97844763206
78,27830.962362830065
79,44500.72940563046
80,51510.31265068306
81,71151.06512012972
82,37738.00965865713
83,93108.3376637944
84,28325.798457579192
85,81068.80472767101
86,81068.80472767101
87,94064.32263674992
88,79914.76833116107
89,46925.24201953013
90,43790.72366391567
91,52618.49964321042
92,124608.98918489143
93,46046.54219719229
94,79914.76833116107
95,46046.54219719229
96,51627.07084387041
97,85649.0115309491
98,67861.06470520768
99,75985.65709603975
100,79914.76833116107
101,61380.928355633616
102,61380.928355633616
103,94064.32263674992
104,94064.32263674992
105,58679.26946871723
106,55674.401416292196
