id,salary_in_usd
0,225000.0
1,105000.0
2,114000.0
3,100000.0
4,63810.0
5,91237.0
6,135000.0
7,38470.0
8,82500.0
9,150000.0
10,10000.0
11,135000.0
12,128175.0
13,62726.0
14,114047.0
15,62726.0
16,50000.0
17,136000.0
18,15966.0
19,82500.0
20,100000.0
21,45807.0
22,63810.0
23,190000.0
24,10000.0
25,10000.0
26,55000.0
27,235000.0
28,50000.0
29,79833.0
30,54957.0
31,225000.0
32,47282.0
33,20000.0
34,49646.0
35,50000.0
36,190000.0
37,51321.0
38,87932.0
39,200000.0
40,10000.0
41,36643.0
42,114000.0
43,135000.0
44,90000.0
45,235000.0
46,93150.0
47,58035.0
48,225000.0
49,15966.0
50,225000.0
51,60000.0
52,111133.33333333333
53,170000.0
54,106260.0
55,89432.66666666667
56,160262.25806451612
57,130000.0
58,111784.55882352941
59,136176.63333333333
60,111784.55882352941
61,224000.0
62,136176.63333333333
63,132535.7142857143
64,181432.0
65,208124.66666666666
66,208124.66666666666
67,136176.63333333333
68,107266.66666666667
69,98158.0
70,111133.33333333333
71,171440.0
72,58000.0
73,76940.33333333333
74,127221.0
75,129566.33333333333
76,76940.33333333333
77,83761.2
78,55000.0
79,125250.0
80,78791.0
81,50000.0
82,225000.0
83,50000.0
84,139166.66666666666
85,55622.5
86,55622.5
87,160262.25806451612
88,136176.63333333333
89,52396.0
90,20000.0
91,28476.0
92,60757.0
93,52396.0
94,136176.63333333333
95,225000.0
96,10000.0
97,75774.0
98,75000.0
99,184700.0
100,136176.63333333333
101,111784.55882352941
102,111784.55882352941
103,208124.66666666666
104,160262.25806451612
105,67000.0
106,107266.66666666667
