id,salary_in_usd
0,158.45719251421917
1,162.6544899945526
2,162.6544899945526
3,151.22800813410902
4,154.22866270298977
5,157.30227177948495
6,181.0699765224671
7,150.01561082513143
8,164.02073474743509
9,178.6762233525618
10,143.92160655757107
11,175.1235015847317
12,165.19931713457305
13,147.01091664122058
14,163.6059957697412
15,148.58204788245553
16,173.87848065937715
17,175.6448587938344
18,147.17055711799563
19,169.30971965953856
20,161.80523770150913
21,150.28204039876343
22,160.7385964825171
23,193.37630648128314
24,151.93805225748133
25,148.1429072391884
26,152.24021090536425
27,175.5758009918371
28,158.56280787108872
29,176.72727159805882
30,170.73006427329548
31,159.50361459404814
32,178.85355844508558
33,153.28196353442206
34,146.66490961310026
35,150.02251417866464
36,187.0823981758404
37,148.92960128353513
38,146.66490961310026
39,191.79039333358034
40,150.43326584348517
41,146.93040924202037
42,167.50236473747736
43,194.81928354348068
44,157.40064840880063
45,193.45503569568575
46,158.71086444638544
47,137.72693042303544
48,159.50361459404814
49,151.93805225748133
50,157.88294466496185
51,156.22240753816948
52,168.44809360010785
53,182.39140294847684
54,161.58607473986456
55,153.21323839217564
56,204.89981685287233
57,189.65972764243057
58,186.88693886459072
59,201.72170139406833
60,186.88693886459072
61,204.1737607794358
62,201.72170139406833
63,178.70503586975804
64,177.4355730124065
65,204.89981685287233
66,204.89981685287233
67,201.72170139406833
68,171.19729352552721
69,157.2018698227931
70,168.44809360010785
71,198.6529893843093
72,160.9989672025987
73,163.85755053407985
74,180.69611194010537
75,165.49766039222004
76,163.85755053407985
77,163.85755053407985
78,159.75826402539673
79,175.07493183256517
80,159.19015514036505
81,167.61917744240563
82,157.32602881053475
83,194.4710391224591
84,171.92320692524513
85,154.87207980912672
86,154.87207980912672
87,204.89981685287233
88,201.72170139406833
89,159.49983947308377
90,158.93350155506872
91,167.61917744240563
92,176.0842829387788
93,154.8482238169555
94,201.72170139406833
95,168.1098414152007
96,155.924337220649
97,166.9783806265294
98,153.50398818573672
99,178.70503586975804
100,201.72170139406833
101,186.88693886459072
102,186.88693886459072
103,204.89981685287233
104,204.89981685287233
105,149.54865838403532
106,171.19729352552721
