id,salary_in_usd
0,74982.25462752368
1,122740.50628246352
2,122740.50628246352
3,44286.73374557557
4,40301.05217572073
5,45575.00189648893
6,196012.7771760172
7,55575.39733536811
8,109358.09858177972
9,190932.64037262675
10,36171.15839855632
11,193450.39768832206
12,120191.98027861018
13,33070.486704807125
14,52187.7564813538
15,49516.00709985909
16,96788.57189035995
17,147382.82164176574
18,54777.95652966569
19,118773.64008350456
20,121097.18654156585
21,65969.82218613979
22,73821.40630698184
23,155607.5261091064
24,38535.36829637674
25,39285.43203245995
26,105218.79198008464
27,190860.37368537314
28,41836.54783541879
29,89051.444850434
30,71649.92448267002
31,145632.34404384444
32,82144.90910701318
33,58646.20829507146
34,44326.17709775024
35,41289.63903919685
36,173557.35379522256
37,36115.82894565994
38,66271.688172372
39,190871.49555654582
40,35917.79791531163
41,47817.43919384531
42,122701.19951088338
43,195950.00548236398
44,108024.63846860528
45,259141.0849433644
46,117032.60675379721
47,59417.669272281884
48,145632.34404384444
49,59513.30173158062
50,147552.7432951338
51,55024.96594599968
52,120108.01238733435
53,120115.01135634414
54,97402.4134556273
55,63735.153593481795
56,159696.61098631046
57,175828.24208106362
58,129507.05803530038
59,155557.6939088803
60,129507.05803530038
61,216815.78442136155
62,155557.6939088803
63,151517.21744532406
64,168995.21489588695
65,159696.61098631046
66,159696.61098631046
67,155557.6939088803
68,126143.22429164391
69,71087.2081705142
70,120108.01238733435
71,190810.3703216564
72,86325.87207261827
73,53284.18622465705
74,64716.8280966562
75,116995.1278963246
76,51330.64077286475
77,65434.76497981505
78,128941.04070238271
79,145409.57656066967
80,32834.29552077446
81,49663.85678573259
82,119620.58562983669
83,193326.5153079212
84,99999.82228939947
85,65430.95216835151
86,65430.95216835151
87,159696.61098631046
88,155557.6939088803
89,46332.29557637086
90,43241.59734325077
91,51301.163800127935
92,88695.348403302
93,50691.85576151751
94,155557.6939088803
95,149459.29914397222
96,39793.04624920016
97,60163.4502456265
98,47522.68411722149
99,151517.21744532406
100,155557.6939088803
101,129507.05803530038
102,129507.05803530038
103,159696.61098631046
104,159696.61098631046
105,46958.25338497181
106,126143.22429164391
