id,salary_in_usd
0,134471.39183632852
1,206701.2593586161
2,216321.54647948785
3,155992.30609839805
4,206701.2593586161
5,155885.54239318383
6,115692.17237975112
7,97789.44603274023
8,68075.92446459543
9,109178.17381402865
10,103479.02921334498
11,160676.2981046518
12,152054.03842911424
13,103479.02921334498
14,105025.5079350103
15,141510.70409700886
16,104356.51487979405
17,184385.04842263737
18,42666.65808540653
19,107876.68432122548
20,96409.3864815239
21,43350.96222339433
22,184385.04842263737
23,142510.94685956766
24,56292.700660391725
25,54265.37454679204
26,114497.62931543327
27,171880.57101211976
28,125904.19890949209
29,84050.41261026548
30,70730.2612187779
31,185912.28363283272
32,123921.10970992145
33,56220.81943028489
34,87158.61279393577
35,125650.60813529081
36,142510.94685956766
37,101519.2221781364
38,94090.03215796051
39,95143.06972358076
40,198093.11905794707
41,246732.39348632874
42,114234.58627457166
43,66609.76159149983
44,140123.72993630313
45,125172.73842155894
46,143937.18429557633
47,160067.60990201114
48,114001.61494127738
49,198093.11905794707
50,169701.19245173706
51,43350.96222339433
52,136831.10281344104
53,122201.14733997069
54,136831.10281344104
55,107994.97286092432
56,122201.14733997069
57,102090.49534575436
58,73254.68002172027
59,78917.89770843185
60,161144.04295275916
61,62688.234650040235
62,68967.12451496061
63,154728.8274233542
64,107994.97286092432
65,146568.50991253983
66,102058.33535208645
67,84212.94844767416
68,96870.29661175734
69,115404.84456296773
70,94078.49021055891
71,91831.39430163415
72,121341.01262434968
73,122201.14733997069
74,134477.22714073924
75,136831.10281344104
76,102389.61696915522
77,54629.29682101875
78,177181.6116445377
79,91752.2485134244
80,146568.50991253983
81,204223.18538488558
82,178663.0317511845
83,66425.22317103317
84,146568.50991253983
85,107994.97286092432
86,162005.2435568651
87,146568.50991253983
88,161144.04295275916
89,66387.39421531036
90,56982.0196187578
91,108050.16951527135
92,177593.3659278575
93,199820.8658523068
94,146568.50991253983
95,94835.4342449811
96,109886.32988892063
97,49769.19186314832
98,62943.729364328865
99,136831.10281344104
100,102058.33535208645
101,54629.29682101875
102,122201.14733997069
103,146568.50991253983
104,122201.14733997069
105,109917.6648685555
106,107994.97286092432
