id,salary_in_usd
0,81915.22610637639
1,149658.81261541942
2,149658.81261541942
3,45857.72368209581
4,37835.64640317834
5,90572.0456690641
6,238371.1470659916
7,42256.46011574811
8,98844.41074950766
9,179345.6300437987
10,39469.32069481379
11,166820.29848407922
12,123037.64277498508
13,39469.32069481379
14,76426.24135554265
15,53752.17311856052
16,108284.28439637736
17,132146.59175997812
18,36737.61370399083
19,143533.4717615132
20,145324.64190364783
21,72780.92024348432
22,63351.667209582854
23,142276.73436931372
24,35661.16822007125
25,36864.09876862788
26,64075.68190448197
27,186742.72166133366
28,30380.001895740304
29,73948.38746367136
30,99659.11016603645
31,93446.05605573609
32,130040.11943477581
33,65060.589407737156
34,38474.5159494758
35,32737.333080358472
36,145466.34564446766
37,28872.487227907004
38,77404.22050164633
39,172091.0669264203
40,36864.09876862788
41,36862.74294293675
42,173192.24161971503
43,205642.1344628095
44,65240.7562225862
45,172091.0669264203
46,101772.47221387576
47,53055.322133654576
48,93446.05605573609
49,50405.953175879724
50,95218.03648607525
51,57628.419653518074
52,159171.6337310923
53,140307.95206711916
54,111318.08617804068
55,72179.26426980676
56,167835.75888094472
57,117499.01912299401
58,117499.01912299401
59,153359.2717854033
60,117499.01912299401
61,167835.75888094472
62,153359.2717854033
63,135539.2937408644
64,142560.6581849149
65,167835.75888094472
66,167835.75888094472
67,153359.2717854033
68,109829.77729040656
69,73400.7173064247
70,159171.6337310923
71,184243.1545130051
72,65349.98439455982
73,72269.02729994107
74,102832.15000972999
75,133123.3737919099
76,72269.02729994107
77,80771.23251170466
78,127725.96518887613
79,121370.66665956231
80,48107.94014793983
81,65949.71534321328
82,105604.59289972822
83,157753.0622163146
84,112159.39421334988
85,74222.96956280175
86,74222.96956280175
87,167835.75888094472
88,153359.2717854033
89,44225.22117892096
90,18114.11492779915
91,75374.76822200748
92,111391.11494194066
93,61931.22422540703
94,153359.2717854033
95,101237.45427863214
96,27866.242916054725
97,57862.50912558537
98,42130.61294594645
99,135539.2937408644
100,153359.2717854033
101,117499.01912299401
102,117499.01912299401
103,167835.75888094472
104,167835.75888094472
105,31974.680803129464
106,109829.77729040656
