id,salary_in_usd
0,63711.0
1,91000.0
2,91000.0
3,115000.0
4,19609.0
5,2859.0
6,412000.0
7,70139.0
8,5679.0
9,70000.0
10,62726.0
11,412000.0
12,56000.0
13,12000.0
14,65000.0
15,56738.0
16,173762.0
17,135000.0
18,63831.0
19,59303.0
20,75000.0
21,56256.0
22,75774.0
23,150000.0
24,66265.0
25,77364.0
26,110000.0
27,135000.0
28,38400.0
29,250000.0
30,141846.0
31,70000.0
32,50000.0
33,63711.0
34,59102.0
35,90734.0
36,120000.0
37,2859.0
38,63831.0
39,200000.0
40,15966.0
41,30428.0
42,135000.0
43,144000.0
44,90000.0
45,200000.0
46,93150.0
47,63831.0
48,70000.0
49,15966.0
50,225000.0
51,58255.0
52,141300.0
53,170000.0
54,106260.0
55,52351.0
56,140000.0
57,135000.0
58,90320.0
59,160000.0
60,90320.0
61,224000.0
62,160000.0
63,220110.0
64,189650.0
65,160000.0
66,160000.0
67,160000.0
68,99000.0
69,98158.0
70,141300.0
71,209100.0
72,58000.0
73,76940.0
74,2859.0
75,82900.0
76,87932.0
77,78526.0
78,120000.0
79,153000.0
80,19609.0
81,18442.0
82,250000.0
83,140400.0
84,167000.0
85,39263.0
86,39263.0
87,140000.0
88,160000.0
89,100000.0
90,118187.0
91,46597.0
92,36643.0
93,13400.0
94,160000.0
95,225000.0
96,65000.0
97,75000.0
98,75000.0
99,99000.0
100,160000.0
101,90320.0
102,90320.0
103,160000.0
104,140000.0
105,67000.0
106,99000.0
